date,indicator_id,value,count,mean
2020-12-31,Z3BR,11078772.0,4,2769693.0
2020-11-30,Z3BR,11132535.0,4,2783133.75
2020-10-31,Z3BR,11200761.0,4,2800190.25
2020-09-30,Z3BR,10850187.0,4,2712546.75
2020-08-31,Z3BR,11135202.0,4,2783800.5
2020-07-31,Z3BR,10833592.0,4,2708398.0
2020-06-30,Z3BR,11074864.0,4,2768716.0
2020-05-31,Z3BR,10965222.0,4,2741305.5
2020-04-30,Z3BR,11328991.0,4,2832247.75
2020-03-31,Z3BR,11394152.0,4,2848538.0
2020-02-29,Z3BR,11419917.0,4,2854979.25
2020-01-31,Z3BR,11396769.0,4,2849192.25
2019-12-31,Z3BR,11336157.0,4,2834039.25
2019-11-30,Z3BR,11281570.0,4,2820392.5
2019-10-31,Z3BR,11252024.0,4,2813006.0
2019-09-30,Z3BR,11222752.0,4,2805688.0
2019-08-31,Z3BR,11223750.0,4,2805937.5
2019-07-31,Z3BR,11294087.0,4,2823521.75
2019-06-30,Z3BR,11295495.0,4,2823873.75
2019-05-31,Z3BR,11255896.0,4,2813974.0
2019-04-30,Z3BR,11204209.0,4,2801052.25
2019-03-31,Z3BR,11201394.0,4,2800348.5
2019-02-28,Z3BR,11225446.0,4,2806361.5
2019-01-31,Z3BR,11255436.0,4,2813859.0
2018-12-31,Z3BR,11293807.0,4,2823451.75
2018-11-30,Z3BR,11349712.0,4,2837428.0
2018-10-31,Z3BR,11364108.0,4,2841027.0
2018-09-30,Z3BR,11372501.0,4,2843125.25
2018-08-31,Z3BR,11331748.0,4,2832937.0
2018-07-31,Z3BR,11231074.0,4,2807768.5
2018-06-30,Z3BR,11115984.0,4,2778996.0
2018-05-31,Z3BR,11054265.0,4,2763566.25
2018-04-30,Z3BR,10994588.0,4,2748647.0
2018-03-31,Z3BR,10873017.0,4,2718254.25
2018-02-28,Z3BR,10763132.0,4,2690783.0
2018-01-31,Z3BR,10722373.0,4,2680593.25
2017-12-31,Z3BR,10736675.0,4,2684168.75
2017-11-30,Z3BR,10672662.0,4,2668165.5
2017-10-31,Z3BR,10595751.0,4,2648937.75
2017-09-30,Z3BR,10511494.0,4,2627873.5
2017-08-31,Z3BR,10447999.0,4,2611999.75
2017-07-31,Z3BR,10398088.0,4,2599522.0
2017-06-30,Z3BR,10367420.0,4,2591855.0
2017-05-31,Z3BR,10318514.0,4,2579628.5
2017-04-30,Z3BR,10230305.0,4,2557576.25
2017-03-31,Z3BR,10159854.0,4,2539963.5
2017-02-28,Z3BR,10134854.0,4,2533713.5
2017-01-31,Z3BR,10129886.0,4,2532471.5
2016-12-31,Z3BR,10112957.0,4,2528239.25
2016-11-30,Z3BR,10139900.0,4,2534975.0
2016-10-31,Z3BR,10167004.0,4,2541751.0
2016-09-30,Z3BR,10179923.0,4,2544980.75
2016-08-31,Z3BR,10138678.0,4,2534669.5
2016-07-31,Z3BR,10118479.0,4,2529619.75
2016-06-30,Z3BR,10131658.0,4,2532914.5
2016-05-31,Z3BR,10162559.0,4,2540639.75
2016-04-30,Z3BR,10130076.0,4,2532519.0
2016-03-31,Z3BR,10193948.0,4,2548487.0
2016-02-29,Z3BR,10152535.0,4,2538133.75
2016-01-31,Z3BR,10085231.0,4,2521307.75
2015-12-31,Z3BR,9897268.0,4,2474317.0
2015-11-30,Z3BR,9751880.0,4,2437970.0
2015-10-31,Z3BR,9643910.0,4,2410977.5
2015-09-30,Z3BR,9552325.0,4,2388081.25
2015-08-31,Z3BR,9453846.0,4,2363461.5
2015-07-31,Z3BR,9324623.0,4,2331155.75
2015-06-30,Z3BR,9189474.0,4,2297368.5
2015-05-31,Z3BR,9070015.0,4,2267503.75
2015-04-30,Z3BR,9039513.0,4,2259878.25
2015-03-31,Z3BR,8917985.0,4,2229496.25
2015-02-28,Z3BR,8819319.0,4,2204829.75
2015-01-31,Z3BR,8716298.0,4,2179074.5
2014-12-31,Z3BR,8670025.0,4,2167506.25
2014-11-30,Z3BR,8589639.0,4,2147409.75
