date,indicator_id,value,count,mean
2020-12-31,Z5BR,12109595.0,2,6054797.5
2020-11-30,Z5BR,12186080.0,2,6093040.0
2020-10-31,Z5BR,12344690.0,2,6172345.0
2020-09-30,Z5BR,12580508.0,2,6290254.0
2020-08-31,Z5BR,13111885.0,2,6555942.5
2020-07-31,Z5BR,12887268.0,2,6443634.0
2020-06-30,Z5BR,11313340.0,2,5656670.0
2020-05-31,Z5BR,12332776.0,2,6166388.0
2020-04-30,Z5BR,12068032.0,2,6034016.0
2020-03-31,Z5BR,11910341.0,2,5955170.5
2020-02-29,Z5BR,11793083.0,2,5896541.5
2020-01-31,Z5BR,11709538.0,2,5854769.0
2019-12-31,Z5BR,11671532.0,2,5835766.0
2019-11-30,Z5BR,11608682.0,2,5804341.0
2019-10-31,Z5BR,11598669.0,2,5799334.5
2019-09-30,Z5BR,11575132.0,2,5787566.0
2019-08-31,Z5BR,11501718.0,2,5750859.0
2019-07-31,Z5BR,11350991.0,2,5675495.5
2019-06-30,Z5BR,11256605.0,2,5628302.5
2019-05-31,Z5BR,11211431.0,2,5605715.5
2019-04-30,Z5BR,11276498.0,2,5638249.0
2019-03-31,Z5BR,11395658.0,2,5697829.0
2019-02-28,Z5BR,11468058.0,2,5734029.0
2019-01-31,Z5BR,11514970.0,2,5757485.0
2018-12-31,Z5BR,11459383.0,2,5729691.5
2018-11-30,Z5BR,11433040.0,2,5716520.0
2018-10-31,Z5BR,11305058.0,2,5652529.0
2018-09-30,Z5BR,11249708.0,2,5624854.0
2018-08-31,Z5BR,11255947.0,2,5627973.5
2018-07-31,Z5BR,11276090.0,2,5638045.0
2018-06-30,Z5BR,11242226.0,2,5621113.0
2018-05-31,Z5BR,11143500.0,2,5571750.0
2018-04-30,Z5BR,11101388.0,2,5550694.0
2018-03-31,Z5BR,10968352.0,2,5484176.0
2018-02-28,Z5BR,10845876.0,2,5422938.0
2018-01-31,Z5BR,10701039.0,2,5350519.5
2017-12-31,Z5BR,10670134.0,2,5335067.0
2017-11-30,Z5BR,10647965.0,2,5323982.5
2017-10-31,Z5BR,10668584.0,2,5334292.0
2017-09-30,Z5BR,10610906.0,2,5305453.0
2017-08-31,Z5BR,10586909.0,2,5293454.5
2017-07-31,Z5BR,10571177.0,2,5285588.5
2017-06-30,Z5BR,10593849.0,2,5296924.5
2017-05-31,Z5BR,10619644.0,2,5309822.0
2017-04-30,Z5BR,10561775.0,2,5280887.5
2017-03-31,Z5BR,10583604.0,2,5291802.0
2017-02-28,Z5BR,10588020.0,2,5294010.0
2017-01-31,Z5BR,10624355.0,2,5312177.5
2016-12-31,Z5BR,10547290.0,2,5273645.0
2016-11-30,Z5BR,10454967.0,2,5227483.5
2016-10-31,Z5BR,10379950.0,2,5189975.0
2016-09-30,Z5BR,10316925.0,2,5158462.5
2016-08-31,Z5BR,10223387.0,2,5111693.5
2016-07-31,Z5BR,10159727.0,2,5079863.5
2016-06-30,Z5BR,10080210.0,2,5040105.0
2016-05-31,Z5BR,10012336.0,2,5006168.0
2016-04-30,Z5BR,9935165.0,2,4967582.5
2016-03-31,Z5BR,9893179.0,2,4946589.5
2016-02-29,Z5BR,9866462.0,2,4933231.0
2016-01-31,Z5BR,9815803.0,2,4907901.5
2015-12-31,Z5BR,9761682.0,2,4880841.0
