date,indicator_id,region_id,value
2020-12-31,ZSFH,97566,1353202.0
2020-11-30,ZSFH,97566,1369183.0
2020-10-31,ZSFH,97566,1371443.0
2020-09-30,ZSFH,97566,1526950.0
2020-08-31,ZSFH,97566,1662481.0
2020-07-31,ZSFH,97566,1642172.0
2020-06-30,ZSFH,97566,1525553.0
2020-05-31,ZSFH,97566,1503775.0
2020-04-30,ZSFH,97566,1545227.0
2020-03-31,ZSFH,97566,1545284.0
2020-02-29,ZSFH,97566,1547934.0
2020-01-31,ZSFH,97566,1545417.0
2019-12-31,ZSFH,97566,1537236.0
2019-11-30,ZSFH,97566,1519336.0
2019-10-31,ZSFH,97566,1503592.0
2019-09-30,ZSFH,97566,1491711.0
2019-08-31,ZSFH,97566,1486387.0
2019-07-31,ZSFH,97566,1481560.0
2019-06-30,ZSFH,97566,1466446.0
2019-05-31,ZSFH,97566,1450957.0
2019-04-30,ZSFH,97566,1437848.0
2019-03-31,ZSFH,97566,1437881.0
2019-02-28,ZSFH,97566,1427818.0
2019-01-31,ZSFH,97566,1411933.0
2018-12-31,ZSFH,97566,1398659.0
2018-11-30,ZSFH,97566,1397321.0
2018-10-31,ZSFH,97566,1395394.0
2018-09-30,ZSFH,97566,1388567.0
2018-08-31,ZSFH,97566,1375414.0
2018-07-31,ZSFH,97566,1355812.0
2018-06-30,ZSFH,97566,1336155.0
2018-05-31,ZSFH,97566,1323548.0
2018-04-30,ZSFH,97566,1316232.0
2018-03-31,ZSFH,97566,1300676.0
2018-02-28,ZSFH,97566,1287952.0
2018-01-31,ZSFH,97566,1288252.0
2017-12-31,ZSFH,97566,1293326.0
2017-11-30,ZSFH,97566,1296337.0
2017-10-31,ZSFH,97566,1293912.0
2017-09-30,ZSFH,97566,1284657.0
2017-08-31,ZSFH,97566,1268945.0
2017-07-31,ZSFH,97566,1252173.0
2017-06-30,ZSFH,97566,1242129.0
2017-05-31,ZSFH,97566,1232479.0
2017-04-30,ZSFH,97566,1220233.0
2017-03-31,ZSFH,97566,1208489.0
2017-02-28,ZSFH,97566,1207010.0
2017-01-31,ZSFH,97566,1209311.0
2016-12-31,ZSFH,97566,1207050.0
2016-11-30,ZSFH,97566,1198652.0
2016-10-31,ZSFH,97566,1185836.0
2016-09-30,ZSFH,97566,1182002.0
2016-08-31,ZSFH,97566,1182666.0
2016-07-31,ZSFH,97566,1191028.0
2016-06-30,ZSFH,97566,1199352.0
2016-05-31,ZSFH,97566,1202172.0
2016-04-30,ZSFH,97566,1200827.0
2016-03-31,ZSFH,97566,1216505.0
2016-02-29,ZSFH,97566,1219589.0
2016-01-31,ZSFH,97566,1213712.0
2015-12-31,ZSFH,97566,1193889.0
2015-11-30,ZSFH,97566,1184152.0
2015-10-31,ZSFH,97566,1176009.0
2015-09-30,ZSFH,97566,1169138.0
2015-08-31,ZSFH,97566,1161039.0
2015-07-31,ZSFH,97566,1151959.0
2015-06-30,ZSFH,97566,1133538.0
2015-05-31,ZSFH,97566,1114039.0
2015-04-30,ZSFH,97566,1102417.0
2015-03-31,ZSFH,97566,1080127.0
2015-02-28,ZSFH,97566,1062654.0
2015-01-31,ZSFH,97566,1046905.0
2014-12-31,ZSFH,97566,1036079.0
2014-11-30,ZSFH,97566,1019671.0
2014-10-31,ZSFH,97566,999181.0
2014-09-30,ZSFH,97566,985661.0
2014-08-31,ZSFH,97566,977401.0
2014-07-31,ZSFH,97566,971436.0
2014-06-30,ZSFH,97566,963542.0
2014-05-31,ZSFH,97566,957810.0
2014-04-30,ZSFH,97566,949893.0
2014-03-31,ZSFH,97566,933527.0
2014-02-28,ZSFH,97566,917189.0
2014-01-31,ZSFH,97566,898634.0
2013-12-31,ZSFH,97566,892208.0
2013-11-30,ZSFH,97566,888327.0
2013-10-31,ZSFH,97566,887914.0
2013-09-30,ZSFH,97566,882402.0
2013-08-31,ZSFH,97566,867461.0
2013-07-31,ZSFH,97566,848723.0
2013-06-30,ZSFH,97566,835041.0
2013-05-31,ZSFH,97566,821837.0
2013-04-30,ZSFH,97566,806118.0
2013-03-31,ZSFH,97566,801599.0
2013-02-28,ZSFH,97566,795435.0
2013-01-31,ZSFH,97566,787821.0
2012-12-31,ZSFH,97566,769908.0
2012-11-30,ZSFH,97566,749385.0
2012-10-31,ZSFH,97566,734457.0
2012-09-30,ZSFH,97566,720165.0
2012-08-31,ZSFH,97566,712950.0
2012-07-31,ZSFH,97566,706074.0
2012-06-30,ZSFH,97566,696083.0
2012-05-31,ZSFH,97566,686993.0
2012-04-30,ZSFH,97566,679124.0
2012-03-31,ZSFH,97566,669305.0
2012-02-29,ZSFH,97566,657147.0
2012-01-31,ZSFH,97566,652988.0
2011-12-31,ZSFH,97566,651748.0
2011-11-30,ZSFH,97566,653805.0
2011-10-31,ZSFH,97566,650322.0
2011-09-30,ZSFH,97566,644333.0
2011-08-31,ZSFH,97566,636152.0
2011-07-31,ZSFH,97566,628152.0
2011-06-30,ZSFH,97566,625614.0
2011-05-31,ZSFH,97566,627502.0
2011-04-30,ZSFH,97566,629617.0
