date,indicator_id,region_id,value
2020-12-31,ZSFH,97563,2630087.0
2020-11-30,ZSFH,97563,2660678.0
2020-10-31,ZSFH,97563,2684069.0
2020-09-30,ZSFH,97563,2942497.0
2020-08-31,ZSFH,97563,2376568.0
2020-07-31,ZSFH,97563,2156147.0
2020-06-30,ZSFH,97563,3137696.0
2020-05-31,ZSFH,97563,3010736.0
2020-04-30,ZSFH,97563,3218168.0
2020-03-31,ZSFH,97563,3248137.0
2020-02-29,ZSFH,97563,3274009.0
2020-01-31,ZSFH,97563,3273842.0
2019-12-31,ZSFH,97563,3268383.0
2019-11-30,ZSFH,97563,3258103.0
2019-10-31,ZSFH,97563,3255814.0
2019-09-30,ZSFH,97563,3242506.0
2019-08-31,ZSFH,97563,3212083.0
2019-07-31,ZSFH,97563,3172375.0
2019-06-30,ZSFH,97563,3124118.0
2019-05-31,ZSFH,97563,3090803.0
2019-04-30,ZSFH,97563,3085549.0
2019-03-31,ZSFH,97563,3096475.0
2019-02-28,ZSFH,97563,3089158.0
2019-01-31,ZSFH,97563,3098236.0
2018-12-31,ZSFH,97563,3091506.0
2018-11-30,ZSFH,97563,3091389.0
2018-10-31,ZSFH,97563,3065375.0
2018-09-30,ZSFH,97563,3061672.0
2018-08-31,ZSFH,97563,3064499.0
2018-07-31,ZSFH,97563,3055867.0
2018-06-30,ZSFH,97563,3029451.0
2018-05-31,ZSFH,97563,3003840.0
2018-04-30,ZSFH,97563,2975328.0
2018-03-31,ZSFH,97563,2935934.0
2018-02-28,ZSFH,97563,2916484.0
2018-01-31,ZSFH,97563,2910990.0
2017-12-31,ZSFH,97563,2929262.0
2017-11-30,ZSFH,97563,2928886.0
2017-10-31,ZSFH,97563,2939172.0
2017-09-30,ZSFH,97563,2925493.0
2017-08-31,ZSFH,97563,2931156.0
2017-07-31,ZSFH,97563,2938436.0
2017-06-30,ZSFH,97563,2951340.0
2017-05-31,ZSFH,97563,2942168.0
2017-04-30,ZSFH,97563,2927740.0
2017-03-31,ZSFH,97563,2921185.0
2017-02-28,ZSFH,97563,2921253.0
2017-01-31,ZSFH,97563,2917790.0
2016-12-31,ZSFH,97563,2908495.0
2016-11-30,ZSFH,97563,2904645.0
2016-10-31,ZSFH,97563,2891547.0
2016-09-30,ZSFH,97563,2876309.0
2016-08-31,ZSFH,97563,2853343.0
2016-07-31,ZSFH,97563,2854390.0
2016-06-30,ZSFH,97563,2872324.0
2016-05-31,ZSFH,97563,2898987.0
2016-04-30,ZSFH,97563,2895499.0
2016-03-31,ZSFH,97563,2921375.0
2016-02-29,ZSFH,97563,2923745.0
2016-01-31,ZSFH,97563,2918022.0
2015-12-31,ZSFH,97563,2883451.0
2015-11-30,ZSFH,97563,2859764.0
2015-10-31,ZSFH,97563,2857914.0
2015-09-30,ZSFH,97563,2847203.0
2015-08-31,ZSFH,97563,2822649.0
2015-07-31,ZSFH,97563,2778009.0
2015-06-30,ZSFH,97563,2741737.0
2015-05-31,ZSFH,97563,2703710.0
2015-04-30,ZSFH,97563,2691502.0
2015-03-31,ZSFH,97563,2659593.0
2015-02-28,ZSFH,97563,2632662.0
2015-01-31,ZSFH,97563,2619284.0
2014-12-31,ZSFH,97563,2606085.0
2014-11-30,ZSFH,97563,2581348.0
2014-10-31,ZSFH,97563,2529158.0
2014-09-30,ZSFH,97563,2499184.0
2014-08-31,ZSFH,97563,2495706.0
2014-07-31,ZSFH,97563,2500358.0
2014-06-30,ZSFH,97563,2486410.0
2014-05-31,ZSFH,97563,2478505.0
2014-04-30,ZSFH,97563,2471545.0
2014-03-31,ZSFH,97563,2441025.0
2014-02-28,ZSFH,97563,2403460.0
2014-01-31,ZSFH,97563,2345478.0
2013-12-31,ZSFH,97563,2318201.0
2013-11-30,ZSFH,97563,2300825.0
2013-10-31,ZSFH,97563,2288160.0
2013-09-30,ZSFH,97563,2291402.0
2013-08-31,ZSFH,97563,2289717.0
2013-07-31,ZSFH,97563,2284875.0
2013-06-30,ZSFH,97563,2266479.0
2013-05-31,ZSFH,97563,2227046.0
2013-04-30,ZSFH,97563,2179446.0
2013-03-31,ZSFH,97563,2158774.0
2013-02-28,ZSFH,97563,2164776.0
2013-01-31,ZSFH,97563,2188791.0
2012-12-31,ZSFH,97563,2185192.0
2012-11-30,ZSFH,97563,2175151.0
2012-10-31,ZSFH,97563,2169608.0
2012-09-30,ZSFH,97563,2138709.0
2012-08-31,ZSFH,97563,2089814.0
2012-07-31,ZSFH,97563,2042736.0
2012-06-30,ZSFH,97563,2009578.0
2012-05-31,ZSFH,97563,1995082.0
2012-04-30,ZSFH,97563,1983413.0
2012-03-31,ZSFH,97563,1978098.0
2012-02-29,ZSFH,97563,1948566.0
2012-01-31,ZSFH,97563,1915640.0
2011-12-31,ZSFH,97563,1884607.0
2011-11-30,ZSFH,97563,1861274.0
2011-10-31,ZSFH,97563,1848121.0
2011-09-30,ZSFH,97563,1860314.0
2011-08-31,ZSFH,97563,1877510.0
2011-07-31,ZSFH,97563,1885737.0
2011-06-30,ZSFH,97563,1884105.0
2011-05-31,ZSFH,97563,1891819.0
2011-04-30,ZSFH,97563,1902782.0
2011-03-31,ZSFH,97563,1901822.0
2011-02-28,ZSFH,97563,1909885.0
2011-01-31,ZSFH,97563,1927514.0
2010-12-31,ZSFH,97563,1955557.0
2010-11-30,ZSFH,97563,1985384.0
2010-10-31,ZSFH,97563,2003432.0
2010-09-30,ZSFH,97563,1996699.0
2010-08-31,ZSFH,97563,1984588.0
2010-07-31,ZSFH,97563,1978526.0
2010-06-30,ZSFH,97563,1996232.0
2010-05-31,ZSFH,97563,2000445.0
2010-04-30,ZSFH,97563,2003035.0
2010-03-31,ZSFH,97563,1997495.0
2010-02-28,ZSFH,97563,2003197.0
2010-01-31,ZSFH,97563,1992952.0
2009-12-31,ZSFH,97563,1994980.0
2009-11-30,ZSFH,97563,1987579.0
2009-10-31,ZSFH,97563,1994855.0
2009-09-30,ZSFH,97563,2004475.0
2009-08-31,ZSFH,97563,2024371.0
2009-07-31,ZSFH,97563,2047513.0
2009-06-30,ZSFH,97563,2069868.0
2009-05-31,ZSFH,97563,2107967.0
2009-04-30,ZSFH,97563,2143673.0
2009-03-31,ZSFH,97563,2173370.0
2009-02-28,ZSFH,97563,2178973.0
2009-01-31,ZSFH,97563,2177099.0
2008-12-31,ZSFH,97563,2166251.0
2008-11-30,ZSFH,97563,2154067.0
2008-10-31,ZSFH,97563,2134772.0
2008-09-30,ZSFH,97563,2115013.0
2008-08-31,ZSFH,97563,2106168.0
2008-07-31,ZSFH,97563,2107047.0
2008-06-30,ZSFH,97563,2084604.0
2008-05-31,ZSFH,97563,2048185.0
2008-04-30,ZSFH,97563,2010795.0
2008-03-31,ZSFH,97563,1997039.0
2008-02-29,ZSFH,97563,1983849.0
2008-01-31,ZSFH,97563,1982503.0
2007-12-31,ZSFH,97563,1976103.0
2007-11-30,ZSFH,97563,1980449.0
2007-10-31,ZSFH,97563,1977567.0
2007-09-30,ZSFH,97563,1976604.0
2007-08-31,ZSFH,97563,1974841.0
2007-07-31,ZSFH,97563,1961052.0
2007-06-30,ZSFH,97563,1972127.0
2007-05-31,ZSFH,97563,1967274.0
2007-04-30,ZSFH,97563,1958041.0
2007-03-31,ZSFH,97563,1927808.0
2007-02-28,ZSFH,97563,1916562.0
2007-01-31,ZSFH,97563,1921683.0
2006-12-31,ZSFH,97563,1925448.0
2006-11-30,ZSFH,97563,1923491.0
2006-10-31,ZSFH,97563,1928686.0
2006-09-30,ZSFH,97563,1942937.0
2006-08-31,ZSFH,97563,1932232.0
2006-07-31,ZSFH,97563,1910718.0
2006-06-30,ZSFH,97563,1873741.0
2006-05-31,ZSFH,97563,1868961.0
2006-04-30,ZSFH,97563,1875495.0
2006-03-31,ZSFH,97563,1901659.0
2006-02-28,ZSFH,97563,1917373.0
2006-01-31,ZSFH,97563,1915008.0
2005-12-31,ZSFH,97563,1904834.0
2005-11-30,ZSFH,97563,1898102.0
2005-10-31,ZSFH,97563,1884677.0
2005-09-30,ZSFH,97563,1864826.0
2005-08-31,ZSFH,97563,1856624.0
2005-07-31,ZSFH,97563,1867177.0
2005-06-30,ZSFH,97563,1881137.0
2005-05-31,ZSFH,97563,1872313.0
2005-04-30,ZSFH,97563,1850110.0
2005-03-31,ZSFH,97563,1818108.0
2005-02-28,ZSFH,97563,1792422.0
2005-01-31,ZSFH,97563,1768710.0
2004-12-31,ZSFH,97563,1757595.0
2004-11-30,ZSFH,97563,1736610.0
2004-10-31,ZSFH,97563,1712078.0
2004-09-30,ZSFH,97563,1678401.0
2004-08-31,ZSFH,97563,1651924.0
2004-07-31,ZSFH,97563,1622904.0
2004-06-30,ZSFH,97563,1593847.0
2004-05-31,ZSFH,97563,1567888.0
2004-04-30,ZSFH,97563,1549146.0
2004-03-31,ZSFH,97563,1542602.0
2004-02-29,ZSFH,97563,1527734.0
2004-01-31,ZSFH,97563,1519849.0
2003-12-31,ZSFH,97563,1498086.0
2003-11-30,ZSFH,97563,1483103.0
2003-10-31,ZSFH,97563,1467114.0
2003-09-30,ZSFH,97563,1463507.0
2003-08-31,ZSFH,97563,1463199.0
2003-07-31,ZSFH,97563,1461243.0
2003-06-30,ZSFH,97563,1455080.0
2003-05-31,ZSFH,97563,1449021.0
2003-04-30,ZSFH,97563,1448249.0
2003-03-31,ZSFH,97563,1434796.0
2003-02-28,ZSFH,97563,1428689.0
2003-01-31,ZSFH,97563,1403101.0
2002-12-31,ZSFH,97563,1384141.0
2002-11-30,ZSFH,97563,1356130.0
2002-10-31,ZSFH,97563,1344810.0
2002-09-30,ZSFH,97563,1336593.0
2002-08-31,ZSFH,97563,1323995.0
2002-07-31,ZSFH,97563,1311592.0
2002-06-30,ZSFH,97563,1301982.0
2002-05-31,ZSFH,97563,1310963.0
2002-04-30,ZSFH,97563,1310861.0
2002-03-31,ZSFH,97563,1319995.0
2002-02-28,ZSFH,97563,1322398.0
2002-01-31,ZSFH,97563,1346065.0
2001-12-31,ZSFH,97563,1376575.0
2001-11-30,ZSFH,97563,1408632.0
2001-10-31,ZSFH,97563,1416551.0
2001-09-30,ZSFH,97563,1406695.0
2001-08-31,ZSFH,97563,1398946.0
2001-07-31,ZSFH,97563,1389379.0
2001-06-30,ZSFH,97563,1382691.0
2001-05-31,ZSFH,97563,1351394.0
2001-04-30,ZSFH,97563,1337158.0
2001-03-31,ZSFH,97563,1306169.0
2001-02-28,ZSFH,97563,1277880.0
2001-01-31,ZSFH,97563,1237023.0
2000-12-31,ZSFH,97563,1211240.0
2000-11-30,ZSFH,97563,1199162.0
2000-10-31,ZSFH,97563,1190054.0
2000-09-30,ZSFH,97563,1175329.0
2000-08-31,ZSFH,97563,1148793.0
2000-07-31,ZSFH,97563,1130752.0
2000-06-30,ZSFH,97563,1116000.0
2000-05-31,ZSFH,97563,1106973.0
2000-04-30,ZSFH,97563,1082757.0
2000-03-31,ZSFH,97563,1067933.0
2000-02-29,ZSFH,97563,1054687.0
2000-01-31,ZSFH,97563,1045379.0
1999-12-31,ZSFH,97563,1018657.0
1999-11-30,ZSFH,97563,995154.0
1999-10-31,ZSFH,97563,984821.0
1999-09-30,ZSFH,97563,994210.0
1999-08-31,ZSFH,97563,1008377.0
1999-07-31,ZSFH,97563,1014549.0
1999-06-30,ZSFH,97563,1012089.0
1999-05-31,ZSFH,97563,1008689.0
1999-04-30,ZSFH,97563,1009113.0
1999-03-31,ZSFH,97563,1008230.0
1999-02-28,ZSFH,97563,1010305.0
1999-01-31,ZSFH,97563,1013954.0
1998-12-31,ZSFH,97563,1009612.0
1998-11-30,ZSFH,97563,992761.0
1998-10-31,ZSFH,97563,978849.0
