date,indicator_id,value,count,mean
2020-12-31,Z2BR,6138503.0,4,1534625.75
2020-11-30,Z2BR,6226879.0,4,1556719.75
2020-10-31,Z2BR,6282624.0,4,1570656.0
2020-09-30,Z2BR,6166413.0,4,1541603.25
2020-08-31,Z2BR,6280296.0,4,1570074.0
2020-07-31,Z2BR,6156309.0,4,1539077.25
2020-06-30,Z2BR,6122100.0,4,1530525.0
2020-05-31,Z2BR,6218587.0,4,1554646.75
2020-04-30,Z2BR,6419494.0,4,1604873.5
2020-03-31,Z2BR,6441175.0,4,1610293.75
2020-02-29,Z2BR,6473740.0,4,1618435.0
2020-01-31,Z2BR,6478785.0,4,1619696.25
2019-12-31,Z2BR,6476027.0,4,1619006.75
2019-11-30,Z2BR,6433328.0,4,1608332.0
2019-10-31,Z2BR,6397271.0,4,1599317.75
2019-09-30,Z2BR,6377902.0,4,1594475.5
2019-08-31,Z2BR,6381765.0,4,1595441.25
2019-07-31,Z2BR,6395325.0,4,1598831.25
2019-06-30,Z2BR,6376940.0,4,1594235.0
2019-05-31,Z2BR,6363132.0,4,1590783.0
2019-04-30,Z2BR,6345368.0,4,1586342.0
2019-03-31,Z2BR,6386143.0,4,1596535.75
2019-02-28,Z2BR,6389658.0,4,1597414.5
2019-01-31,Z2BR,6398468.0,4,1599617.0
2018-12-31,Z2BR,6391339.0,4,1597834.75
2018-11-30,Z2BR,6446891.0,4,1611722.75
2018-10-31,Z2BR,6493680.0,4,1623420.0
2018-09-30,Z2BR,6522512.0,4,1630628.0
2018-08-31,Z2BR,6504695.0,4,1626173.75
2018-07-31,Z2BR,6462984.0,4,1615746.0
2018-06-30,Z2BR,6415992.0,4,1603998.0
2018-05-31,Z2BR,6398055.0,4,1599513.75
2018-04-30,Z2BR,6388739.0,4,1597184.75
2018-03-31,Z2BR,6324389.0,4,1581097.25
2018-02-28,Z2BR,6275756.0,4,1568939.0
2018-01-31,Z2BR,6257504.0,4,1564376.0
2017-12-31,Z2BR,6281975.0,4,1570493.75
2017-11-30,Z2BR,6276322.0,4,1569080.5
2017-10-31,Z2BR,6263919.0,4,1565979.75
2017-09-30,Z2BR,6223453.0,4,1555863.25
2017-08-31,Z2BR,6195149.0,4,1548787.25
2017-07-31,Z2BR,6143184.0,4,1535796.0
2017-06-30,Z2BR,6123949.0,4,1530987.25
2017-05-31,Z2BR,6074386.0,4,1518596.5
2017-04-30,Z2BR,6032365.0,4,1508091.25
2017-03-31,Z2BR,6010028.0,4,1502507.0
2017-02-28,Z2BR,6018464.0,4,1504616.0
2017-01-31,Z2BR,6048512.0,4,1512128.0
2016-12-31,Z2BR,6043718.0,4,1510929.5
2016-11-30,Z2BR,6033219.0,4,1508304.75
2016-10-31,Z2BR,5998324.0,4,1499581.0
2016-09-30,Z2BR,5989290.0,4,1497322.5
2016-08-31,Z2BR,5991450.0,4,1497862.5
2016-07-31,Z2BR,6040244.0,4,1510061.0
2016-06-30,Z2BR,6089194.0,4,1522298.5
2016-05-31,Z2BR,6131546.0,4,1532886.5
2016-04-30,Z2BR,6142998.0,4,1535749.5
2016-03-31,Z2BR,6198890.0,4,1549722.5
2016-02-29,Z2BR,6194501.0,4,1548625.25
2016-01-31,Z2BR,6149214.0,4,1537303.5
2015-12-31,Z2BR,6081984.0,4,1520496.0
2015-11-30,Z2BR,6063579.0,4,1515894.75
2015-10-31,Z2BR,6055199.0,4,1513799.75
2015-09-30,Z2BR,6007810.0,4,1501952.5
2015-08-31,Z2BR,5927189.0,4,1481797.25
2015-07-31,Z2BR,5833399.0,4,1458349.75
2015-06-30,Z2BR,5748587.0,4,1437146.75
2015-05-31,Z2BR,5671840.0,4,1417960.0
2015-04-30,Z2BR,5626824.0,4,1406706.0
2015-03-31,Z2BR,5530000.0,4,1382500.0
2015-02-28,Z2BR,5452674.0,4,1363168.5
2015-01-31,Z2BR,5409752.0,4,1352438.0
2014-12-31,Z2BR,5377057.0,4,1344264.25
2014-11-30,Z2BR,5305932.0,4,1326483.0
2014-10-31,Z2BR,5205797.0,4,1301449.25
2014-09-30,Z2BR,5159935.0,4,1289983.75
2014-08-31,Z2BR,5147303.0,4,1286825.75
2014-07-31,Z2BR,5138803.0,4,1284700.75
2014-06-30,Z2BR,5095848.0,4,1273962.0
